id,codigomex2,nombre_del_alimento,energ_kcal,carbohydrt,lipid_tot,protein
284,5005,"AGUA DE FRUTAS (PROMEDIO), PREPARACION ESTANDARIZADA",32.03,6.83,0.42,0.44
285,5006,"AGUA DE FRUTAS, INDUSTRIALIZADA (FRUTSI, PAU PAU)",4.77,1.19,0,0
286,5007,"AGUA DE GUAYABA SIN AZUCAR, PREPARACION ESTANDARIZADA",10.42,02.07,0.16,0.18
287,5008,"AGUA DE GUAYABA, PREPARACION ESTANDARIZADA",22.5,5.34,0.12,0.13
288,5009,"AGUA DE HORCHATA, INDUSTRIALIZADA",71.5,13.13,1.85,01.06
289,5010,"AGUA DE HORCHATA, PREPARACION ESTANDARIZADA",72.27,14.65,0.69,1.41
290,5011,"AGUA DE JAMAICA SIN AZUCAR, PREPARACION ESTANDARIZADA",16.62,3.5,0.03,0.33
291,5012,"AGUA DE JAMAICA, PREPARACION ESTANDARIZADA",25.21,6.14,0.01,0.16
292,5013,"AGUA DE LIMON SIN AZUCAR, PREPARACION ESTANDARIZADA",10.6,3.72,0.07,0.25
293,5014,"AGUA DE LIMON, PREPARACION ESTANDARIZADA",25.61,7.48,0.06,0.22
294,5015,"AGUA DE MELON SIN AZUCAR, PREPARACION ESTANDARIZADA",6.27,1.39,0.02,0.13
295,5016,"AGUA DE MELON, PREPARACION ESTANDARIZADA",18.77,4.65,0.02,0.11
296,5017,"AGUA DE NARANJA SIN AZUCAR, PREPARACION ESTANDARIZADA",27.51,5.67,0.25,0.63
297,5018,"AGUA DE NARANJA, PREPARACION ESTANDARIZADA",35.81,7.9,0.24,0.6
298,5019,"AGUA DE PAPAYA SIN AZUCAR, PREPARACION ESTANDARIZADA",9.51,2.19,0.02,0.14
299,5020,"AGUA DE PAPAYA, PREPARACION ESTANDARIZADA",21.97,5.45,0.02,0.11
300,5021,"AGUA DE PINA SIN AZUCAR, PREPARACION ESTANDARIZADA",7.35,1.93,0.02,0.08
301,5022,"AGUA DE PINA, PREPARACION ESTANDARIZADA",20.2,5.24,0.01,0.06
302,5023,"AGUA DE SABOR PREPARADA CON POLVO Y AZUCAR, PREPARACION ESTANDARIZADA",27.83,07.06,0,0.1
303,5024,AGUA DEL GRIFO HERVIDA,0,0,0,0
304,5025,AGUA DEL GRIFO SIN HERVIR,0,0,0,0
305,5026,"AGUA DEL MANANTIAL, RIO, OJO DE AGUA HERVIDA",0,0,0,0
306,5027,"AGUA DEL MANANTIAL, RIO, OJO DE AGUA SIN HERVIR",0,0,0,0
307,5028,AGUA EMBOTELLADA O GARRAFON,0,0,0,0
308,5029,AGUA MINERAL,0,0,0,0
309,5030,AGUA PARA BEBE (GERBER),0,0,0,0
310,5031,"AGUA PREPARADA CON CLIGHT, PREPARACION ESTANDARIZADA",4,0.9,0,0.04
311,5032,AGUA QUINA,40,10,0,0
312,5033,AGUA SABORIZADA LIGHT O BAJA EN AZUCAR (LEVITE),13.47,3.37,0,0
313,5034,AGUA SOLA,0,0,0,0
314,5035,"ATOLE  DE  AVENA CON LECHE, PREPARACION ESTANDARIZADA",128.91,20.11,3.53,4.27
315,5036,"ATOLE  DE CIRUELA SIN LECHE, PREPARACION ESTANDARIZADA",36.53,8.8,0.15,0.36
316,5037,"ATOLE  DE VAINILLA CON LECHE, PREPARACION ESTANDARIZADA",83.6,11.53,2.93,2.87
317,5038,"ATOLE (CUALQUIER TIPO), PREPARACION ESTANDARIZADA",85.21,16.33,1.49,1.99
318,5039,ATOLE (PROMEDIO),83.99,16.06,1.53,1.96
319,5040,"ATOLE AGRIO SIN LECHE, PREPARACION ESTANDARIZADA",29.18,6.71,0.31,0.8
320,5041,"ATOLE CHAMPURRADO SIN LECHE, PREPARACION ESTANDARIZADA",57.01,13.18,0.31,0.37
321,5042,ATOLE DE AGUA DE PINOLE,173.31,35.89,2.86,2.1
322,5043,ATOLE DE AJONJOLI (CON LECHE),100.41,16.51,3.19,2.15
323,5044,ATOLE DE AJONJOLI (SIN LECHE),78.02,14.65,02.06,0.96
324,5045,"ATOLE DE ARROZ CON LECHE, PREPARACION ESTANDARIZADA",147.02,31.03,1.51,02.09
325,5046,"ATOLE DE ARROZ SIN LECHE, PREPARACION ESTANDARIZADA",34.36,8.39,0.04,0.28
326,5047,"ATOLE DE AVENA CON AGUA SIN AZUCAR, PREPARACION ESTANDARIZADA",20.11,3.5,0.37,0.65
327,5048,"ATOLE DE AVENA SIN LECHE, PREPARACION ESTANDARIZADA",65.48,14.87,0.43,0.76
328,5049,ATOLE DE CACAHUATE (SIN LECHE),104.96,18.54,3,02.01
329,5050,"ATOLE DE CAMOTE SIN LECHE, PREPARACION ESTANDARIZADA",121.21,28.36,0.47,0.94
330,5051,"ATOLE DE CAPULIN SIN LECHE, PREPARACION ESTANDARIZADA",28.89,7.28,0,0.02
331,5052,"ATOLE DE CHOCOLATE CON LECHE, PREPARACION ESTANDARIZADA",129.6,21.75,3.34,3.38
332,5053,"ATOLE DE CIRUELA PASA SIN LECHE, PREPARACION ESTANDARIZADA",84.9,21.62,0.16,0.48
333,5054,"ATOLE DE COCO CON LECHE, PREPARACION ESTANDARIZADA",124.1,11.75,7.66,03.01
334,5055,"ATOLE DE ELOTE CON CHILE Y LECHE, PREPARACION ESTANDARIZADA",86.11,14.47,2.31,3
335,5056,"ATOLE DE ELOTE SIN LECHE, PREPARACION ESTANDARIZADA",116.06,18.5,3.28,3.75
336,5057,"ATOLE DE FRESA CON LECHE, PREPARACION ESTANDARIZADA",88.86,13.03,2.87,2.82
337,5058,"ATOLE DE FRIJOL SIN LECHE, PREPARACION ESTANDARIZADA",92.52,20.56,0.22,2.27
338,5059,"ATOLE DE GARBANZO SIN LECHE, PREPARACION ESTANDARIZADA",78.11,16.52,0.58,1.97
339,5060,"ATOLE DE GUAYABA CON LECHE, PREPARACION ESTANDARIZADA",56.89,8.98,1.61,1.59
340,5061,"ATOLE DE JOBO (ATOLE BLANCO) SIN LECHE, PREPARACION ESTANDARIZADA",179.81,42.61,0.7,1.83
341,5062,"ATOLE DE LIMON CON LECHE, PREPARACION ESTANDARIZADA",89.14,13.88,2.71,2.68
342,5063,"ATOLE DE MAIZ CON LECHE, PREPARACION ESTANDARIZADA",146.69,26.34,3.1,3.8
343,5064,"ATOLE DE MAIZ SIN LECHE, PREPARACION ESTANDARIZADA",76.4,15.77,0.94,1.77
344,5065,"ATOLE DE MAIZENA CON LECHE, PREPARACION ESTANDARIZADA",80.29,11.78,2.6,2.55
345,5066,"ATOLE DE MAIZENA SIN LECHE, PREPARACION ESTANDARIZADA",31.36,7.94,0,0
346,5067,ATOLE DE MASA CON LECHE,108.97,18.44,2.83,2.99
347,5068,ATOLE DE MASA SIN LECHE,21.07,5.26,0.04,0.08
348,5069,"ATOLE DE MASA SIN LECHE, PREPARACION ESTANDARIZADA",81.39,19.58,0.19,0.34
349,5070,"ATOLE DE PINA CON LECHE, PREPARACION ESTANDARIZADA",43.59,9.72,0.41,0.5
350,5071,"ATOLE DULCE CON CHILE SIN LECHE, PREPARACION ESTANDARIZADA",90.59,18.87,1.34,0.79
351,5072,BEBIDA DE CAFE  INDUSTRIALIZADA,71,12.6,1.38,1.98
352,5073,"BEBIDA DE CHOCOLATE CON AGUA (SIN MASA, NI MAICENA), PREPARACION ESTANDARIZADA",85.43,16.13,02.02,0.74
353,5074,"BEBIDA DE SOYA ENDULZADA (TIPO ADES), INDUSTRIALIZADA",27.97,5.44,0.41,0.61
354,5075,"BEBIDA EMBOTELLADA SABOR NARANJA Y TORONJA (NO JUGO), SIN GAS",45.68,11.42,0,0
355,5076,"BEBIDA EMBOTELLADA SABOR UVA (NO JUGO), SIN GAS",37.42,9.36,0,0
356,5077,"BEBIDA ENERGETICA (TIPO RED BULL, BOOST, MONSTER)",43.1,10.65,0.02,0.07
357,5078,"BEBIDA REHIDRATANTE (GATORADE, POWERADE)",22.5,5.62,0,0
358,5079,BEBIDAS O AGUAS DE SABOR CON AZUCAR ADICIONADA (INDUSTRIALIZADAS),40.4,10.4,0,0.02
359,5080,BEBIDAS O AGUAS DE SABOR SIN AZUCAR ADICIONADA,0,0,0,0
360,5081,"CAFE CAPUCCINO, PREPARACION ESTANDARIZADA",49.26,08.06,1.4,1.52
361,5082,CAFE CON AZUCAR,22.5,5.23,0.01,0.35
362,5083,"CAFE CON AZUCAR, EN POLVO",394.45,68.5,09.05,9.75
363,5084,"CAFE CON LECHE CON AZUCAR, PREPARACION ESTANDARIZADA",50.8,8.28,1.39,1.48
364,5085,"CAFE CON LECHE SIN AZUCAR, PREPARACION ESTANDARIZADA",33.33,3.19,1.55,1.65
365,5086,"CAFE DE GRANO DESCAFEINADO, PREPARADO CON AGUA",0,0,0,0.1
366,5087,CAFE DE GRANO EN POLVO,226,63.4,14.8,12.6
367,5088,"CAFE DILUIDO SIN AZUCAR, INDUSTRIALIZADO",2,0.34,0,0.1
368,5089,"CAFE DILUIDO SIN AZUCAR, PREPARACION ESTANDARIZADA",7.2,1.54,0.01,0.25
369,5090,"CAFE ENRIQUECIDO, EN POLVO",295.15,64.53,2.15,12.91
370,5091,"CAFE EXPRESSO, PREPARACION ESTANDARIZADA",286.22,61.14,0.41,9.89
371,5092,"CAFE FRAPPE (MOKA, CAPUCCINO, C/ CHANTILLI, ETC.), PREPARACION ESTANDARIZADA",67,13.4,0.93,1.53
372,5093,"CAFE INSTANTANEO DESCAFEINADO, PREPARADO CON AGUA",2,0.43,0,0.12
373,5094,"CAFE INSTANTANEO, EN POLVO (TIPO NESCAFE CLASICO)",353,75.4,0.5,12.2
374,5095,"CAFE O TE CON AZUCAR, PREPARACION ESTANDARIZADA",10.69,2.63,0,0.1
375,5096,CAFE PROMEDIO (CON AZUCAR Y SIN AZUCAR),15,3.67,0.01,0.12
376,5097,CERVEZA DE RAIZ (SIN ALCOHOL),41,10.6,0,0
377,5098,"ESQUIMO CASERO (TODOS SABORES), PREPARACION ESTANDARIZADA",94.13,11.05,2.78,2.73
378,5099,"FORMULA LACTEA ENTERA (TIPO NUTRILECHE), FLUIDA",55.67,5.67,3,1.92
379,5100,"FRAPE DE FRUTAS CON LECHE, HELADO O YOGURT (SMOOTHIE), INDUSTRIALIZADO",100,13.38,4.58,2.5
380,5101,"FRAPPE DE FRUTAS, SIN LECHE (TODOS SABORES), INDUSTRIALIZADO",45.44,9.39,0.55,0.94
381,5102,"FRAPUCCINO (PROMEDIO), PREPARACI�N ESTANDARIZADA",61.43,10.2,1.92,1.1
382,5103,"FRAPUCCINO C/CHOCOLATE LECHE LIGHT, PREPARACION ESTANDARIZADA",60.43,11.15,1.39,1.1
383,5104,"FRAPUCCINO C/CHOCOLATE REGULAR, PREPARACION ESTANDARIZADA",68.24,11.22,2.18,1.19
384,5105,"FRAPUCCINO DE CAF� C/LECHE LIGHT, PREPARACION ESTANDARIZADA",54.15,9.17,1.62,01.01
385,5106,"FRAPUCCINO DE CAF� REGULAR, PREPARACION ESTANDARIZADA",62.89,9.25,2.5,1.11
386,5107,HIELO EN CUBOS,0,0,0,0
387,5108,JARABES DE SABORES (CONCENTRADOS PARA AGUA DE SABOR),289.1,58.22,2.96,1.51
388,5109,"JUGO DE ARANDANO, INDUSTRIALIZADO",59.4,14.28,0.18,0.25
389,5110,"JUGO DE ARROZ, PREPARACION ESTANDARIZADA",6.35,1.39,0.01,0.12
390,5111,"Jugo betabel con azúcar, natural",36.13,09.05,0.05,0.77
391,5112,"JUGO DE BETABEL, NATURAL",20.87,5.1,0.05,0.8
392,5113,"JUGO DE CAÑA DE AZUCAR, NATURAL",84,20.5,0.1,0.3
393,5114,"JUGO DE CIRUELA PASA, INDUSTRIALIZADO",60.42,15.24,0,0.13
394,5115,"JUGO DE FRUTA CON VERDURA, INDUSTRIALIZADO (TIPO CHISPAZO)",35.24,8.85,0,0.14
395,5116,"JUGO DE FRUTA CON VERDURA, NATURAL",46,11.15,0.01,0.3
396,5117,"Jugo de frutas con verduras con azúcar, natural",60.21,14.85,0.01,0.29
397,5118,"JUGO DE FRUTAS, INDUSTRIALIZADO (TIPO BOING, DEL VALLE, SONRISA Y JUMEX)",50.91,12.64,0.11,0.13
398,5119,"JUGO DE LIMON, NATURAL",22,6.9,0.24,0.35
399,5120,"JUGO DE MANZANA, INDUSTRIALIZADO",38.23,9.57,0,0.01
400,5121,"Jugo de naranja con azúcar, natural",52.54,14.71,0.53,0.29
401,5122,"JUGO DE NARANJA, INDUSTRIALIZADO",47.17,11.45,0.03,0.29
402,5123,"JUGO DE NARANJA, NATURAL",38,11,0.55,0.3
403,5124,"JUGO DE NONI, NATURAL",17.94,04.03,0.2,0.53
404,5125,"JUGO DE PIÑA, INDUSTRIALIZADO",43.97,11.09,0,0
405,5126,"JUGO DE PIÑA, NATURAL",53,12.87,0.12,0.36
406,5127,"JUGO DE TOMATE CON ALMEJA (CLAMATO), INDUSTRIALIZADO",21.2,4.68,0.09,0.44
407,5128,"JUGO DE TOMATE, INDUSTRIALIZADO",20.55,4.73,0,0.4
408,5129,"Jugo de toronja con azúcar, natural",53.5,12.98,0.1,0.48
409,5130,"JUGO DE TORONJA, INDUSTRIALIZADO",52.15,12.4,0.08,0.45
410,5131,"JUGO DE TORONJA, NATURAL",39,9.2,0.1,0.5
411,5132,"JUGO DE UVA, INDUSTRIALIZADO",54.42,13.39,0,0.07
412,5133,"JUGO DE VERDURAS, INDUSTRIALIZADO",14.68,3.25,0,0.42
413,5134,"Jugo de zanahoria con azúcar, natural",44.88,11.55,0.11,0.67
414,5135,"JUGO DE ZANAHORIA, NATURAL",30,7.7,0.11,0.7
415,5136,JUGOS NATURALES SIN AZUCAR ADICIONADA NARANJA/ZANAHORIA (PROMEDIO),42.5,9.84,0.17,0.82
416,5137,JUGOS O AGUAS DE FRUTAS CON AZUCAR ADICIONADA (PROMEDIO),43.86,10.97,0.02,0.08
417,5138,"LICUADO (TODOS SABORES), INDUSTRIALIZADO",68.42,12.51,1.32,1.62
418,5139,"LICUADO DE CEREALES (AVENA, GRANOLA), PREPARACION ESTANDARIZADA",110.93,15.19,3.74,3.69
419,5140,"LICUADO DE FRESA, PREPARACION ESTANDARIZADA",70.77,9.73,2.54,2.56
420,5141,"LICUADO DE FRUTAS, PREPARACION ESTANDARIZADA",78.08,13.35,2.11,2.33
421,5142,"LICUADO DE MAMEY, PREPARACION ESTANDARIZADA",71.96,10.49,2.36,2.32
422,5143,"LICUADO DE MANGO, PREPARACION ESTANDARIZADA",69.64,12.45,1.74,1.92
423,5144,"LICUADO DE MANZANA, PREPARACION ESTANDARIZADA",71.43,11.76,1.91,1.91
424,5145,"LICUADO DE MELON, PREPARACION ESTANDARIZADA",74.78,9.85,2.77,2.76
425,5146,"LICUADO DE NUEZ Y COCO, PREPARACION ESTANDARIZADA",123.36,10.69,7.97,3.26
426,5147,"LICUADO DE PAPAYA, PREPARACION ESTANDARIZADA",69.16,9.95,2.27,2.35
427,5148,"LICUADO DE PLATANO, PREPARACION ESTANDARIZADA",78.08,13.35,2.11,2.33
428,5149,"LICUADO LIGHT (TODOS SABORES), INDUSTRIALIZADO",96,21.58,0.39,3.68
429,5150,LICUADO PROMEDIO,80.25,10.59,3.24,2.87
430,5151,"MALTEADA DE VAINILLA, INDUSTRIALIZADA",66.76,10.24,1.6,2.85
431,5152,"MALTEADA, PREPARACION ESTANDARIZADA",133.9,12.55,6.25,03.01
432,5153,"NARANJADA/LIMONADA, PREPARACION ESTANDARIZADA",35.15,9.32,0.03,0.12
433,5154,"NECTAR DE FRUTAS, INDUSTRIALIZADO",56,14.27,0.16,0.13
434,5155,POLVO PARA BEBIDA CON AZUCAR (TIPO TANG),386,98.94,0,0
435,5156,POLVO PARA BEBIDA CON EDULCORANTE (TIPO CLIGHT),82.99,19.88,0,0
436,5157,POLVO PARA BEBIDA SIN ENDULZANTE (TIPO CLIGHT),248.24,60.22,0,3.2
437,5158,POLVO PARA CAF� CAPUCHINO Y MOKA (CON AZ�CAR),406.58,85.08,7.25,1.1
438,5159,"POLVO PARA PREPARAR BEBIDA, PROMEDIO (CON AZUCAR, SIN AZUCAR Y CON EDULCORANTE)",222.61,68.4,0.15,0.41
439,5160,"POLVO PARA TE, (TIPO NESTEA, SIN AZUCAR)",368,91.52,0,0.32
440,5161,"PONCHE DE FRUTAS, INDUSTRIALIZADO",47,11.94,0,0
441,5162,"PONCHE DE FRUTAS, PREPARACION ESTANDARIZADA",46.49,11.63,0.09,0.22
442,5163,"POZOL (BEBIDA), PREPARACION ESTANDARIZADA",96.1,14.31,3.79,1.49
443,5164,"REFRESCO DE COLA (COCA-COLA, PEPSI, BIGCOLA)",44.1,11.19,0,0
444,5165,"REFRESCO DE MANZANA, INDUSTRIALIZADO",44.4,11.1,0,0
445,5166,"REFRESCO DE SABOR (NARANJA, TORONJA, ETC.)",43.49,10.85,0,0.06
446,5167,REFRESCO DE SABOR LIMON Y LIMA,37.92,9.48,0,0
447,5168,"REFRESCO LIGHT (TODOS LOS SABORES, EXCEPTO COLA)",0.95,0.25,0,0
448,5169,REFRESCO NARANJA,48,12.3,0,0
449,5170,REFRESCO SABOR LIMA-LIMON,41,10.42,0,0.09
450,5171,REFRESCO SABOR UVA,43,11.2,0,0
451,5172,"REFRESCO, DE COLA LIGHT O DE DIETA",7.58,1.9,0,0
452,5173,"REFRESCO, GINGER ALE",37.85,9.44,0,0
453,5174,"SUERO, PREPARACION ESTANDARIZADA",5.29,1.32,0,0
454,5175,"TE (INFUSION SIN AZUCAR), PREPARACION ESTANDARIZADA",0.01,0,0,0
455,5176,TE (PROMEDIO),1,0.2,0,0
456,5177,"TE ARIZONA (TODOS SABORES) FLUIDO, INDUSTRIALIZADO",45.95,11.34,0,0
457,5178,"TE DE MANZANILLA, INFUSION",1,0.2,0,0
458,5179,"TE HELADO INDUSTRIALIZADO (TIPO NESTEA, LIPTON)",31.51,7.91,0,0
459,5180,"TE NEGRO DESCAFEINADO, INFUSION",1,0.3,0,0
460,5181,"TE NEGRO, INFUSION",1,0.3,0,0
461,5182,TE O CAFE PARA ADELGAZAR,176,44,0,0
462,5183,"TE O INFUSION CON AZUCAR U OTRO ENDULZANTE (MIEL, PILONCILLO, ETC, PROMEDIO)",16.48,4.2,0,0
463,5184,"TE OTROS SABORES EXCEPTO MANZANILLA, INFUSION",1,0.2,0,0
464,5185,AGUARDIENTE,211,0,0,0
465,5186,AGUARDIENTE (50% ALCOHOL),295,0,0,0
466,5187,"BEBIDA ALCOHOLICA CON LECHE, (PINA COLADA, ALFONSO XIII), PREPARACION ESTANDARIZADA",143.31,21.59,2.76,2.68
467,5188,"BEBIDA ALCOHOLICA SIN LECHE (MOJITO, PALOMA, ETC), PREPARACION ESTANDARIZADA",69.49,10.28,0.04,0.16
468,5189,CERVEZA (ALCOHOL 4.5%),43,3.55,0,0.46
469,5190,CERVEZA LIGHT (ALCOHOL 4.0%),29,1.64,0,0.24
470,5191,"CERVEZA MICHELADA, PREPARACION ESTANDARIZADA",40.78,4.75,0.03,0.53
471,5192,"DAIQUIRI , BEBIDA ALCOHOLICA",186,6.94,0.06,0.06
472,5193,GINEBRA (45% ALCOHOL),315,0,0,0
473,5194,LICOR DE CAFE (26.5% ALCOHOL),336,46.8,0.3,0.1
474,5195,"PIÑA COLADA, BEBIDA ALCOHOLICA",174,22.66,1.88,0.42
475,5196,PULQUE,47,6.1,0,0.4
476,5197,"ROMPOPE CASERO, PREPARACION ESTANDARIZADA",140.89,12.51,3.42,2.82
477,5198,"ROMPOPE, INDUSTRIALIZADO",88,08.05,4.19,4.55
478,5199,RON (40% ALCOHOL),231,0,0,0
479,5200,SIDRA (ROSADA O BLANCA),46,11.3,0.13,0.1
480,5201,"TEJUINO (BEBIDA DE MAIZ FERMENTADA), PREPARACION ESTANDARIZADA",102.42,24.32,0.37,0.7
481,5202,"TEPACHE (FERMENTADO DE PINA), PREPARACION ESTANDARIZADA",86.54,21.65,0,0
482,5203,TEQUILA,231,0,0,0
483,5204,VINO BLANCO O ROSADO,82.5,3.2,0,0.22
484,5205,VINO TINTO,85,2.61,0,0.07
485,5206,VODKA (40% ALCOHOL),231,0,0,0
486,5207,WHISKY (43% ALCOHOL),250,0.1,0,0
487,6000,AVESTRUZ (PROMEDIO),115,0,1.96,22.86
488,6001,"CARNERO, CABEZA COCIDA",111,0,5.6,14.2
489,6002,"CARNERO, CARNE GRASOSA",287,0,25,15.6
490,6003,"CARNERO, HIGADO",141,2.9,5,21
491,6004,"CARNERO, MAGRA CON HUESO",160,0,8.61,20.65
492,6005,"CARNERO, MAGRA SIN HUESO",154,0,8.3,19.72
493,6006,"CARNERO, PATAS COCIDAS",103,0,2.1,21
494,6007,"CARNERO, SEMIGRASOSA",243,0,18.89,17.06
495,6008,"CERDO, CARNE COCIDA",211,0,10.5,27.69
496,6009,"CERDO, CARNE EN CANAL",214,0,17.8,13.9
497,6010,"CERDO, CARNE MAGRA (SIN GRASA NI HUESO)",130,1,5.2,19.8
498,6011,"CERDO, CARNE MOLIDA",263,0,21.19,16.88
499,6012,"CERDO, CARNE PROMEDIO",180,0,12.6,16.7
500,6013,"CERDO, CECINA",346,0.8,21,38.4
501,6014,"CERDO, CHULETA AHUMADA",170,0,09.03,20.71
502,6015,"CERDO, COSTILLA SEMIGRASOSA",286,0,23.6,18.5
503,6016,"CERDO, CUERITOS",217,0,14.01,25.03
504,6017,"CERDO, ESPALDILLA",174,1.29,11.51,16.2
505,6018,"CERDO, HIGADO",129,2.5,3.7,21.4
506,6019,"CERDO, PATAS FRESCAS",258,0,18.8,22.1
507,6020,"CERDO, PULMON",81,0,2.7,14.1
508,6021,"CERDO, RIÑONES",100,0,3.25,16.46
509,6022,"CERDO, SEMIGRASOSA",204,1,13.9,18.8
510,6023,CHICHARRON DE CERDO (CON GRASA),582,0,39.27,57.1
511,6024,IGUANA (PROMEDIO),106,0,0.9,24.4
512,6025,"RES, AGUAYON",129,0,5.3,20.4
513,6026,"RES, AGUJAS",153,0,7.9,20.4
514,6027,"RES, CARNE COCIDA",235,0,13.44,27.06
515,6028,"RES, CARNE GRASOSA CON HUESO",293,0,25.4,16
516,6029,"RES, CARNE GRASOSA SIN HUESO",293,0,25.4,16
517,6030,"RES, CARNE MAGRA (SIN GRASA NI HUESO)",140,0,6.3,20.9
518,6031,"RES, CARNE MOLIDA ESPECIAL",173,0,10,20.7
519,6032,"RES, CARNE MOLIDA REGULAR",262,0,21.2,17.9
520,6033,"RES, CARNE MUY GRASOSA (CARNE CON MUCHO TEJIDO GRASOSO)",388,0,36.23,14.4
521,6034,"RES, CARNE SECA",390,0.5,14.5,64.8
522,6035,"RES, CARNE SEMIGRASOSA (TIPO BISTEC)",251,0,19.8,18.3
523,6036,"RES, CECINA OREADA",273,0,14.9,34.7
524,6037,"RES, CHAMBARETE",125,0,4.8,20.4
525,6038,"RES, CORAZON",105,2.6,3.8,17
526,6039,"RES, CUETE",95,0,3,17
527,6040,"RES, ESTOMAGO E INTESTINOS CRUDOS",94,0,4,14.6
528,6041,"RES, FALDA",105,0,1.7,22.4
529,6042,"RES, FILETE",119,0,2.5,24
530,6043,"RES, HIGADO",136,5.2,3.9,20
531,6044,"RES, LENGUA",219,3.7,16.1,14.9
532,6045,"RES, PATAS",79,1.1,2.9,12.1
533,6046,"RES, PESCUEZO",149,0,7.3,20.7
534,6047,"RES, RIÑONES",103,2.2,3.1,16.6
535,6048,"RES, SESOS",146,0,11.9,9.8
536,6049,"RES, TRIPAS",215,0,19,11
537,6050,"RES, UBRE",230,0,18.7,15.4
538,6051,"RES, VISCERAS PROMEDIO (SESOS, ESTOMAGO E INTESTINO, HIGADO, TRIPAS, CORAZON, PESCUEZO. PONDERADO ENSANUT 2016)",130.08,01.09,7.99,13.59
539,6052,"TERNERA, CARNE EN CANAL",151,0,8,19.7
540,6053,"VENADO, CARNE ASADA",138,0,2.2,29.5
541,6054,"VENADO, CARNE MAGRA CRUDA",120,0,4,21
542,7000,ARMADILLO (PROMEDIO),165,0,5.4,29
543,7001,CODORNIZ (PROMEDIO),192,0,12.05,19.63
544,7002,CONEJO DE CRIANZA (PROMEDIO),154,0,8,20.4
545,7003,GALLINA (PROMEDIO),171,0,10.9,18.1
546,7004,GANSO DE CRIANZA (PROMEDIO),366,0,33.6,15.9
547,7005,LIEBRE (PROMEDIO),135,0,5,21
548,7006,PALOMA (PROMEDIO),252,0,19.8,18.5
549,7007,PATO (DE CRIANZA),332,0,28.4,19.1
550,7008,PAVO O GUAJOLOTE (PROMEDIO),154,0,8,20.4
551,7009,"PAVO, ALA",197,0,12.32,20.22
552,7010,"PAVO, PECHUGA CON PIEL",157,0,07.02,21.89
553,7011,"PAVO, PIERNA O MUSLO CON PIEL",166,0.15,8.97,19.81
554,7012,PIEL DE POLLO,349,0,32.35,13.33
555,7013,"POLLO, PROMEDIO",210,0,15.1,18.6
556,7014,"POLLO, ASADO O FRITO CON PIEL",223,0,13.39,23.97
557,7015,"POLLO, ASADO O FRITO SIN PIEL",111,0,2.7,20.33
558,7016,"POLLO, COCIDO (CON PIEL)",285,0,18.87,26.88
559,7017,"POLLO, COCIDO (SIN PIEL)",237,0,11.89,30.42
560,7018,"POLLO, ROSTIZADO (PROMEDIO)",300,0,20.97,25.95
561,7019,"POLLO, ROSTIZADO (ALA)",254,0,16.87,23.79
562,7020,"POLLO, ROSTIZADO (PECHUGA)",197,0,7.78,29.8
563,7021,"POLLO, ROSTIZADO (PIERNA O MUSLO)",184,0,8.99,24.03
564,7022,"POLLO, ALA",191,0,12.85,17.52
565,7023,"POLLO, CADERA",215,0,15.06,18.6
566,7024,"POLLO, CORAZÓN",153,0.71,9.33,15.55
567,7025,"POLLO, HIGADO",120,3.4,3.9,18
568,7026,"POLLO, HUACAL",319,0,28.74,14.05
569,7027,"POLLO, MOLLEJAS",94,0,02.06,17.66
570,7028,"POLLO, PATA",214,0.17,15.95,16.37
571,7029,"POLLO, PECHUGA CON PIEL",181,0,11.1,20.2
572,7030,"POLLO, PECHUGA EN BISTEC (SIN HUESO Y SIN PIEL)",120,0,2.62,22.5
573,7031,"POLLO, PECHUGA SIN PIEL",120,0,2.62,22.5
574,7032,"POLLO, PESCUEZO",297,0,26.24,14.07
575,7033,"POLLO, PIERNA O MUSLO CON PIEL",237,0,18.34,16.69
576,7034,"POLLO, PIERNA O MUSLO SIN PIEL",113,0,3.61,18.74
577,7035,"POLLO, PROMEDIO DE HIGADO Y MOLLEJA",106.5,0.37,3.44,17.29
578,8000,ABULON,105,06.01,0.76,17.1
579,8001,ALMEJAS SIN CONCHA,68,1.3,0.7,14
580,8002,ANCHOAS,131,0,4.84,20.35
581,8003,ANGUILA,184,0,11.66,18.44
582,8004,ATUN AHUMADO,200,0,10.04,25.54
583,8005,ATUN DRENADO EN AGUA (INDUSTRIALIZADO),99.97,0.68,1.27,29.37
584,8006,ATUN DRENADO PROMEDIO (INDUSTRIALIZADO),127.54,0,06.07,15.69
585,8007,"ATUN EN ACEITE, DRENADO",161.8,0,4,9.96
586,8008,ATUN EN AGUA (LIGHT) INDUSTRIALIZADO,92,0,0.36,22.12
587,8009,ATUN FRESCO,144,0,4.9,23.33
588,8010,ATUN Y SARDINA (PROMEDIO),185.51,0.14,9.68,24
589,8011,BOQUERON FRITO,190,0.3,10.3,24
590,8012,CALAMAR FRESCO,82,1.5,1.1,16.4
591,8013,CALLO DE HACHA,80,2.1,1.8,13.9
592,8014,CAMARON COCIDO,113,2.5,1.46,23.2
593,8015,CAMARON CRUDO,90,1.5,1.5,18.1
594,8016,CAMARON SECO SALADO,372,5,2.2,83
595,8017,CANGREJO,93,0.5,1.9,17.3
596,8018,CANGREJO DE RIO,87,0.04,01.08,18.06
