id,codigomex2,nombre_del_alimento,energ_kcal,carbohydrt,lipid_tot,protein
1580,20112,"ENSALADA DE VERDURAS CON MAYONESA O CREMA (SIN CARNE), PREPARACION ESTANDARIZADA",170.2,12.8,12.31,1.99
1581,20113,"ENSALADA DE ZANAHORIA, LECHUGA Y PECHUGA, PREPARACION ESTANDARIZADA",100.19,5.13,6.66,6.18
1582,20114,"ENSALADA RUSA (POLLO, MAYONESA, ZANAHORIA, PAPA, ETC), PREPARACION ESTANDARIZADA",235.77,9.62,19.05,05.07
1583,20115,"ENSALADA, PREPARACION ESTANDARIZADA",17.22,04.02,0.14,0.84
1584,20116,"ESPAGUETI CON JITOMATE, PREPARACION ESTANDARIZADA",78.12,13.09,2,2.27
1585,20117,"ESPAGUETI ESTILO CHINO, PREPARACION ESTANDARIZADA",124.42,18.06,4.3,3.53
1586,20118,"FILETE DE PESCADO EMPANIZADO, PREPARACION ESTANDARIZADA",197.87,12.85,8.85,15.37
1587,20119,"FILETE DE PESCADO FRITO, PREPARACION ESTANDARIZADA",199.96,0.42,13.61,15.98
1588,20120,"FILETE DE PESCADO REBOSADO, PREPARACION ESTANDARIZADA",352.32,7.55,30.11,11.63
1589,20121,"FRIJOLES COCIDOS (PROMEDIO), PREPARACION ESTANDARIZADA",116.53,14.19,4.75,4.68
1590,20122,"FRIJOLES CON ARROZ, PREPARACION ESTANDARIZADA",184.25,36.4,1.39,5.93
1591,20123,"FRIJOLES CON CHORIZO/LONGANIZA, PREPARACION ESTANDARIZADA",346.17,16.05,24.3,15.58
1592,20124,"FRIJOLES CON PUERCO, PREPARACION ESTANDARIZADA",131.11,13.04,3.57,11.81
1593,20125,"FRIJOLES DE OLLA, PREPARACION ESTANDARIZADA",82.66,15.25,0.34,05.09
1594,20126,"FRIJOLES REFRITOS CON  MANTECA, PREPARACION ESTANDARIZADA",243.08,19.95,15.49,6.5
1595,20127,"FRIJOLES REFRITOS CON ACEITE, PREPARACION ESTANDARIZADA",115.38,13.91,4.9,4.47
1596,20128,"GARBANZO CON CHORIZO, PREPARACION ESTANDARIZADA",160.52,14.55,8.64,6.18
1597,20129,"GUACAMOLE, PREPARACION ESTANDARIZADA",116.13,08.04,9.81,1.65
1598,20130,"GUISADO DE ALUBIAS, PREPARACION ESTANDARIZADA",116.79,15.23,3.71,5.75
1599,20131,"GUISADO DE ATUN, PREPARACION ESTANDARIZADA",74.04,10.17,1.95,5.56
1600,20132,"GUISADO DE CAMARONES (AL MOJO DE AJO, A LA DIABLA, EMPANIZADOS, CON QUESO, ETC), PREPARACION ESTANDARIZADA",197.29,8.81,13.98,7.79
1601,20133,"GUISADO DE CARNE DE CERDO, PREPARACION ESTANDARIZADA",101.41,6.98,3.93,9.71
1602,20134,"GUISADO DE CONEJO, PREPARACION ESTANDARIZADA",145.15,10.66,6.44,10.81
1603,20135,"GUISADO DE EJOTES A LA MEXICANA, PREPARACION ESTANDARIZADA",42.05,6.69,1.59,1.53
1604,20136,"GUISADO DE GARBANZO, PREPARACION ESTANDARIZADA",90.92,14.91,2.25,3.46
1605,20137,"GUISADO DE HABAS VERDES, PREPARACION ESTANDARIZADA",47.65,6.92,1.17,2.66
1606,20138,"GUISADO DE MARISCOS (NO CEVICHE), PREPARACION ESTANDARIZADA",110.24,3.66,5.35,8.57
1607,20139,"GUISADO DE MORONGA O RELLENA, PREPARACION ESTANDARIZADA",146.11,4.71,10.27,8.7
1608,20140,"GUISADO DE POLLO, PREPARACION ESTANDARIZADA",105.8,07.08,6.24,5.38
1609,20141,"GUISADO DE QUELITES, PREPARACION ESTANDARIZADA",106.37,6.72,7.82,2.55
1610,20142,"GUISADO DE RAJAS (SIN CREMA), PREPARACION ESTANDARIZADA",141.14,8.19,09.07,5.95
1611,20143,"GUISADO DE RES CON VERDURAS ESTILO CHINO, PREPARACION ESTANDARIZADA",124.7,3.88,7.49,10.6
1612,20144,"GUISADO DE RES, PREPARACION ESTANDARIZADA",98.2,2.44,7.38,5.75
1613,20145,"GUISADO DE SALCHICHA, PREPARACION ESTANDARIZADA",138.21,2.61,11.64,6.73
1614,20146,"GUISADO DE SOYA (TIPO GUTEN), PREPARACI�N INDUSTRIALIZADA",296,5.35,24.7,13.1
1615,20147,"GUISADO DE SOYA, PREPARACION ESTANDARIZADA",104.09,11.07,2.32,11.45
1616,20148,"GUISADO DE VERDURAS ESTILO CHINO, PREPARACION ESTANDARIZADA",48.25,6.54,1.95,1.73
1617,20149,"GUISADOS DE HUEVO (CON CHORIZO, SALCHICHA, A LA MEXICANA), PREPARACION ESTANDARIZADA",169.3,2.16,13.09,10.72
1618,20150,"HABAS SECAS CON HUEVO, PREPARACION ESTANDARIZADA",125.14,11.97,5.41,7.39
1619,20151,"HABAS SECAS GUISADAS (EXCEPTO HUEVO), PREPARACION ESTANDARIZADA",184.78,32.29,0.85,13.72
1620,20152,"HABAS VERDES SOFRITAS EN ACEITE , PREPARACION ESTANDARIZADA",93.39,9.8,05.05,2.86
1621,20153,"HIGADO DE RES ENCEBOLLADO, PREPARACION ESTANDARIZADA",136.42,6.77,7.6,9.64
1622,20154,"HOJALDRA CON ATUN, PREPARACION ESTANDARIZADA",375.02,27.57,26.05,09.09
1623,20155,"HONGOS EN SALSA VERDE, PREPARACION ESTANDARIZADA",38.4,4.24,1.95,2.14
1624,20156,"HUAUZONTLES CAPEADOS, PREPARACION ESTANDARIZADA",323.83,9.11,28.19,08.03
1625,20157,"HUEVO CON EJOTES, PREPARACION ESTANDARIZADA",105.46,4.61,7.83,4.72
1626,20158,"HUEVO CON FRIJOLES, PREPARACION ESTANDARIZADA",254.47,11.82,19.32,8.72
1627,20159,"HUEVO EN SALSA (PROMEDIO), PREPARACION ESTANDARIZADA",119.34,3.62,8.66,6.67
1628,20160,"HUEVO EN SALSA ROJA, PREPARACION ESTANDARIZADA",119.98,3.95,8.57,6.67
1629,20161,"HUEVO EN SALSA VERDE, PREPARACION ESTANDARIZADA",118.71,3.3,8.76,6.68
1630,20162,"HUEVO REVUELTO, INDUSTRIALIZADO",212,02.08,16.18,13.84
1631,20163,"HUEVO REVUELTO, PREPARACION ESTANDARIZADA",197.83,0.66,16.2,11.58
1632,20164,"HUITLACOCHE CON QUESO OAXACA, PREPARACION ESTANDARIZADA",190.81,6.38,14.07,10.14
1633,20165,"JICAMA O PEPINO CON CHILE, PREPARACION ESTANDARIZADA",28.44,07.04,0.15,0.73
1634,20166,"LASAGNA DE CARNE, PREPARACION ESTANDARIZADA",135.88,10.77,6.67,7.92
1635,20167,"LONGANIZA EN SALSA, PREPARACION ESTANDARIZADA",166.42,03.08,15.13,4.6
1636,20168,"MACARRONES CON QUESO, PREPARACION ESTANDARIZADA",164.82,20,6.24,6.63
1637,20169,"MACHACA CON PAPAS, PREPARACION ESTANDARIZADA",154.07,08.05,5.5,17.64
1638,20170,"MANZANA CON CHILE O CHAMOY, PREPARACION ESTANDARIZADA",180.02,44.36,0.42,0.63
1639,20171,"MENUDO O PANCITA, PREPARACION ESTANDARIZADA",61.79,4.92,2.21,5.27
1640,20172,"PACHOLA CASERA (MILANESA DE CARNE MOLIDA), PREPARACION ESTANDARIZADA",205.68,4.9,14.85,12.18
1641,20173,"MILANESA DE CERDO EMPANIZADA, PREPARACION ESTANDARIZADA",265.81,20.74,15.44,12.85
1642,20174,"MILANESA DE POLLO, PREPARACION ESTANDARIZADA",360.27,11.66,29.44,12.99
1643,20175,"MILANESA DE RES EMPANIZADA, PREPARACION ESTANDARIZADA",302.84,20.74,19.19,13.67
1644,20176,"MIXIOTE DE PESCADO, PREPARACION ESTANDARIZADA",87.22,5.27,1.26,9.55
1645,20177,"MIXIOTE DE POLLO, PREPARACION ESTANDARIZADA",99.17,9.88,2.66,7.68
1646,20178,"MOLE (PASTA PARA PREPARAR), INDUSTRIALIZADO",142,11.54,10.3,2.89
1647,20179,"MOLE CON POLLO (DESHEBRADO), PREPARACION ESTANDARIZADA",204.93,15.14,10.81,12.14
1648,20180,"MOLE DE OLLA, PREPARACION ESTANDARIZADA",38.68,3.2,01.09,4.26
1649,20181,"MOLE POBLANO SIN POLLO, PREPARACION ESTANDARIZADA",144.37,25.14,3.87,3.67
1650,20182,"MOLE VERDE CON POLLO (DESHEBRADO), PREPARACION ESTANDARIZADA",38.09,1.63,1.67,3.87
1651,20183,"MOLE VERDE SIN POLLO, PREPARACION ESTANDARIZADA",20.18,02.04,1.21,0.51
1652,20184,"NOPALES CON HUEVO, PREPARACION ESTANDARIZADA",96.19,2.54,6.9,6.1
1653,20185,"NOPALES CON PAPAS, PREPARACION ESTANDARIZADA",46.99,8.16,1.29,1.49
1654,20186,"NOPALES EN SALSA VERDE CON BISTEC, PREPARACION ESTANDARIZADA",35.24,3.91,0.5,4.31
1655,20187,"NOPALES EN SALSA VERDE, PREPARACION ESTANDARIZADA",19.13,4.19,0.12,1.21
1656,20188,"NOPALES FRITOS, PREPARACION ESTANDARIZADA",35.59,4.48,1.78,1.36
1657,20189,"PAELLA, PREPARACION ESTANDARIZADA",145.64,18.69,4.65,6.27
1658,20190,"PAPA (PROMEDIO), PREPARACION ESTANDARIZADA",187.51,14.35,12.75,3.95
1659,20191,"PAPA AL HORNO, PREPARACION ESTANDARIZADA",233.23,7.62,18.52,8.8
1660,20192,"PAPAS CON SALCHICHA Y HUEVO, PREPARACION ESTANDARIZADA",132.78,13.49,6.39,5.36
1661,20193,"PAPAS EN SALSA, PREPARACION ESTANDARIZADA",63.68,14.63,0.15,1.61
1662,20194,"PAPAS SOFRITAS EN ACEITE, PREPARACION ESTANDARIZADA",125.03,18.75,4.9,1.61
1663,20195,PAPAS Y TORTITA DE PAPA (PROMEDIO),217.56,16.27,15.87,3.35
1664,20196,"PASTA COCIDA (SIN OTROS INGREDIENTES), PREPARACION ESTANDARIZADA",139.54,28.09,0.57,4.66
1665,20197,"PASTA CON CREMA (NO CALDOSA), PREPARACION ESTANDARIZADA",95.71,11.34,4.21,2.77
1666,20198,"PATAS DE CERDO CAPEADAS, PREPARACION ESTANDARIZADA",288.71,9.8,22.38,12.26
1667,20199,"PATAS DE CERDO EN ESCABECHE, INDUSTRIALIZADAS",199,0,16.1,14.2
1668,20200,"PECHUGA DE POLLO ASADA, PREPARACION ESTANDARIZADA",106.12,4.36,4.52,12.89
1669,20201,"PECHUGA EMPANIZADA, PREPARACION ESTANDARIZADA",232.69,20.13,10.22,15.91
1670,20202,"PECHUGA RELLENA, PREPARACION ESTANDARIZADA",115.07,1.27,4.32,16.98
1671,20203,"PESCADO FRITO (CON HUESO), PREPARACION ESTANDARIZADA",197.42,0.75,13.29,15.82
1672,20204,"PICADILLO DE RES, PREPARACION ESTANDARIZADA",107.88,6.29,6.94,5.27
1673,20205,"PICADILLO DE SOYA, PREPARACION ESTANDARIZADA",114.04,10.27,5.39,7.87
1674,20206,"PICO DE GALLO, PREPARACION ESTANDARIZADA",25.1,5.74,0.22,01.08
1675,20207,"PLATANO FRITO (SIN CREMA NI AZUCAR), PREPARACION ESTANDARIZADA",263.35,26,18.76,01.06
1676,20208,"POLLO AL CARBON O A LAS BRASAS (ALA), PREPARACION ESTANDARIZADA",167.28,5.77,12.5,09.09
1677,20209,"POLLO AL CARBON O A LAS BRASAS (PECHUGA), PREPARACION ESTANDARIZADA",165.8,2.63,10.39,15.75
1678,20210,"POLLO AL CARBON O A LAS BRASAS (PIERNA O MUSLO), PREPARACION ESTANDARIZADA",271.47,3.43,20.68,17.1
1679,20211,"POLLO AL CARBON O A LAS BRASAS, PIEZA (PROMEDIO), PREPARACION ESTANDARIZADA",180.37,3.68,12.92,12.65
1680,20212,"POLLO CON PAPAS, PREPARACION ESTANDARIZADA",70.95,9.83,0.98,5.35
1681,20213,"POLLO EMPANIZADO (ALA), PREPARACION ESTANDARIZADA",294.74,17.98,20.15,11.48
1682,20214,"POLLO EMPANIZADO (PIERNA O MUSLO), PREPARACION ESTANDARIZADA",312.59,10.44,24.43,12.9
1683,20215,"POLLO EMPANIZADO, PIERNA O MUSLO, PREPARACION ESTANDARIZADA",182.3,33.99,2.21,6.55
1684,20216,"POLLO EMPANIZADO, PIEZA (PROMEDIO), PREPARACION ESTANDARIZADA",255.55,20.64,14.25,11.72
1685,20217,"POZOLE (PROMEDIO), PREPARACION ESTANDARIZADA",72.16,11.27,1.7,2.83
1686,20218,"POZOLE BLANCO CON CARNE (POLLO O CERDO), PREPARACION ESTANDARIZADA",77.34,7,3.3,4.21
1687,20219,"POZOLE BLANCO SIN CARNE, PREPARACION ESTANDARIZADA",46.42,8.45,0.72,0.9
1688,20220,"POZOLE ROJO CON CERDO, PREPARACION ESTANDARIZADA",91.86,18.01,01.05,3.33
1689,20221,"AVENA CON CACAO, PREPARACION ESTANDARIZADA",27.12,4.61,0.74,0.44
1690,20222,"AVENA CON LECHE, PREPARACION ESTANDARIZADA",100.07,13.3,3.46,3.93
1691,20223,"PURE DE PAPA, PREPARACION ESTANDARIZADA",126.88,16.02,5.56,03.01
1692,20224,"QUESO EMPANIZADO/CAPEADO, PREPARACION ESTANDARIZADA",335.81,20.38,21.15,14.8
1693,20225,"QUESO EN SALSA, PREPARACION ESTANDARIZADA",195.65,3.86,16.77,8.66
1694,20226,"QUINTONILES GUISADOS, PREPARACION ESTANDARIZADA",40.85,6.17,0.42,2.97
1695,20227,"RAJAS CON CREMA, PREPARACION ESTANDARIZADA",108,9.29,7.25,02.03
1696,20228,"REQUESON PREPARADO, PREPARACION ESTANDARIZADA",127.65,9.76,5.83,9.23
1697,20229,"ROLLOS DE JAMON CON VERDURA, PREPARACION ESTANDARIZADA",139.89,4.22,10.7,7.12
1698,20230,"ROMEROS CON MOLE, PREPARACION ESTANDARIZADA",114.99,5.71,7.27,6.55
1699,20231,"SALPICON DE RES, PREPARACION ESTANDARIZADA",120.6,4.36,8.15,8.23
1700,20232,"SALSA BARBECUE, INDUSTRIALIZADA",175.35,43.25,0.1,0.36
1701,20233,"SALSA CHIMICHURRI, PREPARACION ESTANDARIZADA",612.16,2.98,67.05,0.75
1702,20234,"SALSA DE CACAHUATE, PREPARACION ESTANDARIZADA",361.14,21.58,26.55,13.6
1703,20235,"SALSA DE CHILE MANZANO, PREPARACION ESTANDARIZADA",30.88,3.92,1.51,0.85
1704,20236,"SALSA DE OREGANO, PREPARACION ESTANDARIZADA",464.97,1.78,50.59,0.79
1705,20237,"SALSA MEXICANA, PREPARACION ESTANDARIZADA",31.49,4.14,1.55,0.8
1706,20238,"SALSA ROJA PARA LOS GUISADOS, PREPARACION ESTANDARIZADA",43.75,5.2,2.52,0.9
1707,20239,"SALSA ROJA, PREPARACION ESTANDARIZADA",45.61,4.35,03.03,0.79
1708,20240,"SALSA VERDE  PARA LOS GUISADOS, PREPARACION ESTANDARIZADA",76.6,7.97,4.75,1.66
1709,20241,"SALSA VERDE (PROMEDIO), PREPARACION ESTANDARIZADA",43.94,6.65,1.73,1.37
1710,20242,"SALSA VERDE CON CHILE  MORITA, PREPARACION ESTANDARIZADA",31.04,6.75,0.26,1.31
1711,20243,"SALSA VERDE CON CHILE SERRANO, PREPARACION ESTANDARIZADA",24.19,5.24,0.19,1.15
1712,20244,"SANDWICH (PROMEDIO), PREPARACION ESTANDARIZADA",213.42,15.5,13.14,7.91
1713,20245,"SANDWICH DE JAMON, PREPARACION ESTANDARIZADA",286.1,13.14,21.57,8.21
1714,20246,"SANDWICH DE POLLO, PREPARACION ESTANDARIZADA",214.24,18.29,10.32,11.39
1715,20247,"SANDWICH DE QUESO BLANCO, PREPARACION ESTANDARIZADA",206.29,15.08,13.05,07.06
1716,20248,"SANDWICH DE QUESO DE PUERCO, PREPARACION ESTANDARIZADA",147.03,15.5,7.61,4.99
1717,20249,"SANDWICH, INDUSTRIALIZADO",213,20.43,10.04,10.52
1718,20250,"SARDINAS RANCHERAS, PREPARACION ESTANDARIZADA",498.57,04.04,54.81,3.25
1719,20251,"SINCRONIZADA, PREPARACION ESTANDARIZADA",311.9,14.54,21.83,14.08
1720,20252,"SOPA CONDENSADA DE POLLO CON TALLARINES, INDUSTRIALIZADA",41.99,6.34,0.79,2.38
1721,20253,"SOPA DE CHAYOTE, PREPARACION ESTANDARIZADA",19.63,2.2,0.61,1.48
